customerid;DOB;gender;address;job
0001119133;05/02/1994;Nữ;Trần Khu/Quận 3/TP.HCM;worker
0001119149;04/10/2000;Nữ;John Làng/Quận Bình Thạnh/TP.HCM;worker
0001119160;28/10/1993;Nam;Jane Ngõ/Quận 1/TP.HCM;worker
0001119167;11/06/2000;Nữ;Jane Đường/Quận 1/TP.HCM;worker
0001119183;26/03/1996;Nam;John Số/Quận 3/TP.HCM;worker
0001119190;10/04/1999;Nam;Jane Đường/Quận 3/TP.HCM;worker
0001119208;08/08/2000;Nữ;Trần Khu/Quận Bình Thạnh/TP.HCM;worker
0001119226;13/02/1995;Nam;John Tổ/Quận 3/TP.HCM;worker
0001119249;16/10/2002;Nữ;John Hẻm/Quận 3/TP.HCM;student
0001119255;24/02/1999;Nữ;Jane Ngõ/Quận 1/TP.HCM;worker
0001119257;02/05/1998;Nữ;Đặng Ngõ/Quận 7/TP.HCM;worker
0001119259;20/08/1997;Nữ;John Tổ/Quận 7/TP.HCM;worker
0001119260;19/11/1997;Nữ;John Tổ/Quận 7/TP.HCM;worker
0001119262;29/07/2003;Nữ;John Khu/Quận 3/TP.HCM;student
0001119294;10/09/2000;Nữ;Bùi Số/Quận Gò Vấp/TP.HCM;worker
0001119295;17/01/2001;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;student
0001119324;06/09/1991;Nam;Lê Khu/Quận 1/TP.HCM;worker
0001119325;22/04/2000;Nữ;Đặng Làng/Quận Bình Thạnh/TP.HCM;worker
0001119374;27/09/2000;Nam;Vũ Dãy/Quận 1/TP.HCM;worker
0001119381;30/09/2000;Nam;Trần Số/Quận Bình Thạnh/TP.HCM;worker
0001119404;13/11/1982;Nữ;Bùi Tổ/Quận Gò Vấp/TP.HCM;worker
0001119407;04/03/2001;Nam;Bùi Hẻm/Quận Gò Vấp/TP.HCM;student
0001119413;21/03/2000;Nữ;John Số/Quận Bình Thạnh/TP.HCM;worker
0001119414;31/05/2000;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001119420;23/11/2001;Nam;Jane Làng/Quận 3/TP.HCM;student
0001119427;24/02/1997;Nữ;Jane Đường/Quận 1/TP.HCM;worker
0001119434;26/02/1994;Nam;Bùi Dãy/Quận 1/TP.HCM;worker
0001119438;05/07/1973;Nữ;Hoàng Dãy/Quận 7/TP.HCM;worker
0001119439;23/12/1992;Nam;John Khu/Quận 1/TP.HCM;worker
0001119446;03/01/2017;Nam;Bùi Hẻm/Quận Gò Vấp/TP.HCM;teenager
0001119454;30/11/1984;Nam;Jane Khu/Quận 1/TP.HCM;worker
0001119473;13/06/1990;Nam;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001119491;19/06/1984;Nữ;Bùi Đường/Quận 1/TP.HCM;worker
0001119499;28/11/1993;Nam;John Hẻm/Quận 3/TP.HCM;worker
0001119508;13/02/1997;Nam;Phạm Làng/Quận 3/TP.HCM;worker
0001119530;31/05/1997;Nữ;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001119539;23/08/1996;Nữ;Nguyễn Khu/Quận Gò Vấp/TP.HCM;worker
0001119543;22/02/1992;Nam;John Làng/Quận 3/TP.HCM;worker
0001119556;18/04/1996;Nữ;Jane Hẻm/Quận 7/TP.HCM;worker
0001119565;12/01/1999;Nữ;Lê Tổ/Quận 3/TP.HCM;worker
0001119578;11/01/1989;Nữ;Hoàng Làng/Quận 7/TP.HCM;worker
0001119587;16/01/1998;Nữ;John Tổ/Quận Gò Vấp/TP.HCM;worker
0001119600;02/10/1992;Nam;Hoàng Đường/Quận Gò Vấp/TP.HCM;worker
0001119604;23/05/1986;Nam;Hoàng Làng/Quận 7/TP.HCM;worker
0001119619;01/03/1993;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0001119648;07/05/1994;Nam;John Dãy/Quận 7/TP.HCM;worker
0001119657;13/04/1992;Nữ;Bùi Khu/Quận 3/TP.HCM;worker
0001119667;29/09/2000;Nữ;John Hẻm/Quận 1/TP.HCM;worker
0001119670;27/05/1993;Nữ;John Số/Quận Gò Vấp/TP.HCM;worker
0001119674;19/06/1998;Nữ;John Hẻm/Quận 1/TP.HCM;worker
0001119678;24/04/1999;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001119690;22/07/1995;Nữ;John Đường/Quận 1/TP.HCM;worker
0001119691;01/05/1991;Nam;Jane Số/Quận 1/TP.HCM;worker
0001119696;19/07/1988;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0001119710;17/07/1988;Nam;Jane Làng/Quận 3/TP.HCM;worker
0001119721;12/12/1998;Nữ;Nguyễn Làng/Quận 3/TP.HCM;worker
0001119730;22/03/1995;Nam;Đặng Tổ/Quận Bình Thạnh/TP.HCM;worker
0001119734;10/04/1996;Nữ;Bùi Ngõ/Quận 7/TP.HCM;worker
0001119746;16/12/1996;Nam;Jane Khu/Quận 7/TP.HCM;worker
0001119750;24/08/1993;Nữ;Phạm Tổ/Quận Gò Vấp/TP.HCM;worker
0001119755;11/09/1998;Nam;John Số/Quận 7/TP.HCM;worker
0001119773;30/03/1992;Nam;Mai Tổ/Quận 7/TP.HCM;worker
0001119783;03/09/1999;Nữ;Jane Làng/Quận 3/TP.HCM;worker
0001119808;08/11/1998;Nữ;Lê Làng/Quận 1/TP.HCM;worker
0001119812;26/01/1995;Nam;Hoàng Số/Quận 7/TP.HCM;worker
0001119813;18/10/1996;Nữ;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001119822;19/10/1999;Nữ;Jane Làng/Quận 3/TP.HCM;worker
0001119826;07/06/1999;Nam;John Số/Quận 1/TP.HCM;worker
0001119842;29/09/1988;Nữ;Dương Ngõ/Quận 1/TP.HCM;worker
0001119843;15/09/1998;Nữ;Nguyễn Hẻm/Quận 7/TP.HCM;worker
0001119863;15/05/2003;Nữ;John Đường/Quận 7/TP.HCM;student
0001119876;17/03/1996;Nữ;Jane Khu/Quận 1/TP.HCM;worker
0001119881;14/09/1994;Nữ;Mai Làng/Quận Bình Thạnh/TP.HCM;worker
0001119888;29/05/2000;Nam;Jane Làng/Quận 1/TP.HCM;worker
0001119895;04/06/2003;Nữ;Jane Hẻm/Quận 7/TP.HCM;student
0001119905;05/07/1995;Nữ;Lê Ngõ/Quận 1/TP.HCM;worker
0001119906;12/02/1996;Nam;Bùi Hẻm/Quận 7/TP.HCM;worker
0001119915;29/03/1997;Nữ;Trần Ngõ/Quận 7/TP.HCM;worker
0001119916;02/10/1997;Nam;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0001119923;29/04/1995;Nữ;Bùi Ngõ/Quận 1/TP.HCM;worker
0001119931;24/06/1997;Nam;Hoàng Dãy/Quận 1/TP.HCM;worker
0001119932;11/01/1992;Nam;Đặng Số/Quận 1/TP.HCM;worker
0001119939;31/03/2000;Nữ;Vũ Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001119959;18/09/2000;Nam;Jane Ngõ/Quận 1/TP.HCM;worker
0001119967;28/07/1997;Nữ;Jane Khu/Quận 3/TP.HCM;worker
0001119976;11/07/1996;Nam;Bùi Khu/Quận 3/TP.HCM;worker
0001119980;21/12/1999;Nữ;Phạm Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001119987;30/07/1999;Nữ;Lê Dãy/Quận 7/TP.HCM;worker
0001119988;03/04/1998;Nam;Nguyễn Khu/Quận 1/TP.HCM;worker
0001119993;03/09/1995;Nam;Dương Đường/Quận 3/TP.HCM;worker
0001120029;04/01/1987;Nữ;Jane Dãy/Quận 7/TP.HCM;worker
0001120042;21/04/1996;Nữ;Hoàng Số/Quận Bình Thạnh/TP.HCM;worker
0001120046;22/08/1995;Nữ;Trần Ngõ/Quận 3/TP.HCM;worker
0001120057;11/01/1985;Nam;Hoàng Khu/Quận Gò Vấp/TP.HCM;worker
0001120067;08/06/1996;Nữ;Nguyễn Dãy/Quận Gò Vấp/TP.HCM;worker
0001120108;21/06/1997;Nữ;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0001120121;18/06/1996;Nữ;Đặng Làng/Quận Bình Thạnh/TP.HCM;worker
0001120143;24/08/1997;Nữ;Hoàng Hẻm/Quận Gò Vấp/TP.HCM;worker
0001120148;09/01/2000;Nữ;Trần Đường/Quận 1/TP.HCM;worker
0001120152;08/08/1988;Nữ;Nguyễn Đường/Quận Bình Thạnh/TP.HCM;worker
0001120155;07/12/1999;Nữ;John Khu/Quận 1/TP.HCM;worker
0001120156;20/08/2001;Nữ;Vũ Khu/Quận Bình Thạnh/TP.HCM;student
0001120199;17/10/1994;Nam;Bùi Hẻm/Quận 1/TP.HCM;worker
0001120415;23/12/2002;Nữ;John Dãy/Quận 7/TP.HCM;student
0001120436;02/11/1989;Nữ;Hoàng Số/Quận 1/TP.HCM;worker
0001120437;24/03/2002;Nam;John Khu/Quận 1/TP.HCM;student
0001120439;29/09/1999;Nam;Nguyễn Khu/Quận 3/TP.HCM;worker
0001120441;14/07/1999;Nữ;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0001120469;20/08/1994;Nữ;Dương Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001120489;25/12/2003;Nữ;Jane Ngõ/Quận 3/TP.HCM;student
0001120514;07/02/2005;Nữ;Vũ Tổ/Quận Bình Thạnh/TP.HCM;student
0001120519;14/08/1993;Nam;Phạm Ngõ/Quận 3/TP.HCM;worker
0001120534;30/11/1996;Nam;Hoàng Dãy/Quận Bình Thạnh/TP.HCM;worker
0001120542;20/01/1999;Nam;John Số/Quận 7/TP.HCM;worker
0001120568;15/09/2004;Nam;Hoàng Tổ/Quận 3/TP.HCM;student
0001120577;23/07/2000;Nữ;Mai Khu/Quận Gò Vấp/TP.HCM;worker
0001120586;27/08/2002;Nữ;John Ngõ/Quận 1/TP.HCM;student
0001120588;07/06/2002;Nữ;John Số/Quận Bình Thạnh/TP.HCM;student
0001120618;11/08/2001;Nam;Đặng Dãy/Quận 7/TP.HCM;student
0001120623;21/05/1994;Nam;Hoàng Tổ/Quận Bình Thạnh/TP.HCM;worker
0001120636;14/01/1997;Nữ;Jane Tổ/Quận 7/TP.HCM;worker
0001120639;13/09/1999;Nữ;John Số/Quận Bình Thạnh/TP.HCM;worker
0001120643;26/08/2000;Nữ;John Khu/Quận 3/TP.HCM;worker
0001120648;28/02/2003;Nữ;Trần Dãy/Quận 3/TP.HCM;student
0001120656;;Nam;Bùi Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001120657;30/11/2001;Nam;Nguyễn Tổ/Quận Gò Vấp/TP.HCM;student
0001120671;07/11/1990;Nam;Jane Khu/Quận 1/TP.HCM;worker
0001120677;15/11/1998;Nữ;Vũ Số/Quận Gò Vấp/TP.HCM;worker
0001120683;14/10/1995;Nữ;Trần Dãy/Quận Gò Vấp/TP.HCM;worker
0001120703;04/09/2002;Nữ;John Dãy/Quận 7/TP.HCM;student
0001120705;20/12/1985;Nữ;Phạm Tổ/Quận Bình Thạnh/TP.HCM;worker
0001120717;09/05/1991;Nữ;Dương Ngõ/Quận Gò Vấp/TP.HCM;worker
0001120732;09/03/1998;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001120741;25/09/1991;Nữ;John Số/Quận 3/TP.HCM;worker
0001120749;19/05/2002;Nữ;John Làng/Quận 7/TP.HCM;student
0001120763;09/01/2004;Nữ;Mai Làng/Quận Gò Vấp/TP.HCM;student
0001120769;12/08/1996;Nữ;Hoàng Khu/Quận Bình Thạnh/TP.HCM;worker
0001120776;13/07/2001;Nữ;Phạm Tổ/Quận 3/TP.HCM;student
0001120779;19/05/1999;Nữ;John Ngõ/Quận 3/TP.HCM;worker
0001120780;12/10/1995;Nữ;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0001120820;27/02/1998;Nữ;Mai Hẻm/Quận 3/TP.HCM;worker
0001120827;22/11/1986;Nữ;John Hẻm/Quận 3/TP.HCM;worker
0001120830;30/03/1994;Nữ;Bùi Số/Quận 3/TP.HCM;worker
0001120831;14/01/1993;Nữ;Bùi Làng/Quận 3/TP.HCM;worker
0001120834;14/12/2000;Nữ;Vũ Làng/Quận 1/TP.HCM;worker
0001120836;07/09/1995;Nữ;John Làng/Quận Bình Thạnh/TP.HCM;worker
0001120861;05/01/1990;Nam;Dương Đường/Quận 1/TP.HCM;worker
0001120872;20/12/1991;Nam;John Làng/Quận 7/TP.HCM;worker
0001120876;25/05/1999;Nam;John Tổ/Quận 1/TP.HCM;worker
0001120877;10/04/1999;Nữ;Jane Hẻm/Quận 1/TP.HCM;worker
0001120879;13/11/1994;Nữ;John Hẻm/Quận 1/TP.HCM;worker
0001120895;26/08/1996;Nam;Jane Khu/Quận 7/TP.HCM;worker
0001120898;17/06/2000;Nữ;Jane Tổ/Quận 7/TP.HCM;worker
0001120914;31/12/1997;Nữ;Jane Đường/Quận 3/TP.HCM;worker
0001120916;12/06/1988;Nữ;John Dãy/Quận 7/TP.HCM;worker
0001120920;09/12/1999;Nữ;Jane Số/Quận 1/TP.HCM;worker
0001120972;08/11/1980;Nam;Dương Số/Quận 7/TP.HCM;worker
0001120977;13/05/2001;Nam;John Hẻm/Quận 1/TP.HCM;student
0001120993;20/01/1994;Nữ;Dương Hẻm/Quận 3/TP.HCM;worker
0001121005;01/02/1996;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0001121007;03/12/1990;Nữ;John Hẻm/Quận 1/TP.HCM;worker
0001121009;12/10/1993;Nam;Dương Khu/Quận Gò Vấp/TP.HCM;worker
0001121040;27/05/1996;Nữ;Trần Hẻm/Quận 3/TP.HCM;worker
0001121043;08/02/1971;Nữ;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001121044;02/09/1994;Nữ;Bùi Đường/Quận 7/TP.HCM;worker
0001121058;04/06/2000;Nữ;John Làng/Quận Gò Vấp/TP.HCM;worker
0001121121;19/03/2003;Nam;Bùi Tổ/Quận Gò Vấp/TP.HCM;student
0001121156;16/04/1999;Nữ;Phạm Tổ/Quận 1/TP.HCM;worker
0001121178;14/05/1992;Nữ;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001121189;21/09/1997;Nam;Dương Đường/Quận 3/TP.HCM;worker
0001121224;11/09/1996;Nữ;Vũ Dãy/Quận 7/TP.HCM;worker
0001121249;24/12/1994;Nam;John Làng/Quận Gò Vấp/TP.HCM;worker
0001121253;01/08/1999;Nam;John Hẻm/Quận 1/TP.HCM;worker
0001121267;04/05/1995;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;worker
0001121271;29/07/1997;Nữ;John Làng/Quận 1/TP.HCM;worker
0001121276;27/06/1995;Nữ;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001121315;04/02/2001;Nữ;Trần Đường/Quận 3/TP.HCM;student
0001121324;24/08/1997;Nam;Lê Làng/Quận Gò Vấp/TP.HCM;worker
0001121330;16/04/2000;Nữ;Dương Đường/Quận 3/TP.HCM;worker
0001121338;17/07/2000;Nữ;Jane Tổ/Quận Gò Vấp/TP.HCM;worker
0001121357;26/05/2000;Nữ;Đặng Làng/Quận 1/TP.HCM;worker
0001121361;09/02/1999;Nữ;Jane Đường/Quận 3/TP.HCM;worker
0001121369;06/09/1999;Nữ;Đặng Khu/Quận Gò Vấp/TP.HCM;worker
0001121382;14/02/1994;Nữ;Đặng Dãy/Quận 7/TP.HCM;worker
0001121383;21/01/1998;Nữ;Jane Số/Quận 1/TP.HCM;worker
0001121384;03/01/1999;Nữ;Jane Ngõ/Quận 3/TP.HCM;worker
0001121393;01/06/2002;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;student
0001121396;17/04/1999;Nữ;John Tổ/Quận Bình Thạnh/TP.HCM;worker
0001121397;29/04/1997;Nữ;Jane Khu/Quận 1/TP.HCM;worker
0001121430;24/07/2001;Nam;Phạm Số/Quận 7/TP.HCM;student
0001121450;18/07/1997;Nữ;Jane Ngõ/Quận Gò Vấp/TP.HCM;worker
0001121464;25/06/1999;Nữ;Jane Khu/Quận 7/TP.HCM;worker
0001121473;13/01/2000;Nam;Đặng Ngõ/Quận 7/TP.HCM;worker
0001121485;19/06/1999;Nam;Hoàng Tổ/Quận Bình Thạnh/TP.HCM;worker
0001121499;26/06/2001;Nữ;Lê Số/Quận Gò Vấp/TP.HCM;student
0001121505;24/01/2003;Nam;Trần Làng/Quận 7/TP.HCM;student
0001121524;01/11/1998;Nữ;Hoàng Ngõ/Quận Gò Vấp/TP.HCM;worker
0001121546;17/03/1997;Nữ;Jane Tổ/Quận 1/TP.HCM;worker
0001121548;12/05/1997;Nam;Jane Ngõ/Quận 3/TP.HCM;worker
0001121551;04/09/2002;Nam;John Hẻm/Quận Bình Thạnh/TP.HCM;student
0001121579;08/12/1995;Nữ;Mai Ngõ/Quận 3/TP.HCM;worker
0001121582;21/07/1999;Nữ;Nguyễn Hẻm/Quận 7/TP.HCM;worker
0001121614;12/10/1996;Nam;John Đường/Quận 3/TP.HCM;worker
0001121616;23/03/1986;Nam;Phạm Dãy/Quận Gò Vấp/TP.HCM;worker
0001121618;12/01/1997;Nữ;John Tổ/Quận 1/TP.HCM;worker
0001121619;22/01/1991;Nữ;Jane Dãy/Quận 1/TP.HCM;worker
0001121630;15/01/1992;Nam;John Dãy/Quận 3/TP.HCM;worker
0001121636;20/03/2002;Nữ;Jane Ngõ/Quận Gò Vấp/TP.HCM;student
0001121657;16/11/1993;Nữ;Bùi Ngõ/Quận Gò Vấp/TP.HCM;worker
0001121672;05/01/1997;Nữ;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001121687;22/09/1992;Nữ;Trần Dãy/Quận Bình Thạnh/TP.HCM;worker
0001121694;08/10/1986;Nam;Đặng Tổ/Quận Bình Thạnh/TP.HCM;worker
0001121699;03/06/1990;Nam;Đặng Hẻm/Quận 3/TP.HCM;worker
0001121701;08/05/1998;Nữ;John Tổ/Quận Gò Vấp/TP.HCM;worker
0001121703;08/07/2017;Nữ;Jane Số/Quận Bình Thạnh/TP.HCM;teenager
0001121706;05/11/2001;Nam;Mai Số/Quận Gò Vấp/TP.HCM;student
0001121713;08/02/1999;Nữ;Jane Làng/Quận Gò Vấp/TP.HCM;worker
0001121729;12/07/2003;Nam;Nguyễn Ngõ/Quận Gò Vấp/TP.HCM;student
0001121741;18/07/1995;Nữ;John Đường/Quận Gò Vấp/TP.HCM;worker
0001121755;17/08/1988;Nam;John Đường/Quận 1/TP.HCM;worker
0001121765;20/10/1989;Nam;John Làng/Quận Bình Thạnh/TP.HCM;worker
0001121769;23/01/1998;Nữ;Đặng Dãy/Quận Gò Vấp/TP.HCM;worker
0001121786;04/01/1993;Nữ;Phạm Số/Quận Bình Thạnh/TP.HCM;worker
0001121788;17/01/1983;Nam;Jane Hẻm/Quận 1/TP.HCM;worker
0001121799;03/01/2000;Nam;Mai Ngõ/Quận 1/TP.HCM;worker
0001121807;25/03/1991;Nam;Mai Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001121827;23/07/1994;Nam;Đặng Số/Quận 1/TP.HCM;worker
0001121845;04/12/1992;Nam;Nguyễn Ngõ/Quận 1/TP.HCM;worker
0001121861;02/12/1996;Nam;Nguyễn Dãy/Quận 3/TP.HCM;worker
0001121870;10/06/1995;Nam;Phạm Số/Quận Gò Vấp/TP.HCM;worker
0001121876;14/03/1997;Nam;John Đường/Quận 3/TP.HCM;worker
0001121884;23/01/2001;Nữ;Dương Dãy/Quận 3/TP.HCM;student
0001121887;05/07/1992;Nam;John Số/Quận 7/TP.HCM;worker
0001121897;03/04/2001;Nữ;Đặng Làng/Quận Bình Thạnh/TP.HCM;student
0001121966;15/11/1990;Nữ;Nguyễn Làng/Quận 1/TP.HCM;worker
0001121975;06/07/1991;Nam;Mai Tổ/Quận Gò Vấp/TP.HCM;worker
0001121994;10/09/1999;Nữ;Nguyễn Khu/Quận Bình Thạnh/TP.HCM;worker
0001122003;26/03/1999;Nữ;Jane Làng/Quận 3/TP.HCM;worker
0001122010;24/08/1999;Nữ;Jane Tổ/Quận Bình Thạnh/TP.HCM;worker
0001122014;26/02/1997;Nam;Jane Khu/Quận Gò Vấp/TP.HCM;worker
0001122017;03/05/1996;Nữ;Đặng Hẻm/Quận Gò Vấp/TP.HCM;worker
0001122024;25/12/1999;Nữ;John Làng/Quận 7/TP.HCM;worker
0001122050;01/05/1999;Nữ;Mai Ngõ/Quận Gò Vấp/TP.HCM;worker
0001122052;03/06/1997;Nam;Jane Làng/Quận Gò Vấp/TP.HCM;worker
0001122055;24/09/1999;Nam;Phạm Đường/Quận 1/TP.HCM;worker
0001122074;22/06/1999;Nam;John Số/Quận 7/TP.HCM;worker
0001122081;01/03/1999;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001122082;23/07/1999;Nữ;Vũ Khu/Quận Gò Vấp/TP.HCM;worker
0001122089;11/03/1996;Nữ;John Hẻm/Quận Gò Vấp/TP.HCM;worker
0001122104;10/08/2000;Nam;Mai Đường/Quận 7/TP.HCM;worker
0001122122;03/12/1995;Nữ;John Hẻm/Quận 3/TP.HCM;worker
0001122126;14/10/1999;Nữ;Vũ Tổ/Quận 7/TP.HCM;worker
0001122142;26/05/2005;Nam;Đặng Ngõ/Quận Bình Thạnh/TP.HCM;student
0001122144;10/07/2001;Nữ;Trần Tổ/Quận 7/TP.HCM;student
0001122147;02/12/1998;Nam;Bùi Làng/Quận Bình Thạnh/TP.HCM;worker
0001122167;18/05/2002;Nữ;Phạm Khu/Quận Gò Vấp/TP.HCM;student
0001122173;08/08/1999;Nữ;John Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001122181;03/11/1997;Nam;Jane Làng/Quận 1/TP.HCM;worker
0001122182;20/06/1999;Nữ;Mai Ngõ/Quận 1/TP.HCM;worker
0001122186;08/06/1994;Nam;John Ngõ/Quận Gò Vấp/TP.HCM;worker
0001122192;24/02/1994;Nữ;Dương Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001122199;11/09/1999;Nam;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001122221;07/02/1999;Nam;Mai Tổ/Quận Bình Thạnh/TP.HCM;worker
0001122227;22/07/1999;Nam;Dương Dãy/Quận 1/TP.HCM;worker
0001122244;09/12/1997;Nữ;Jane Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001122245;11/03/1993;Nữ;Vũ Khu/Quận 7/TP.HCM;worker
0001122258;02/05/2001;Nam;John Khu/Quận 1/TP.HCM;student
0001122272;28/07/1990;Nam;Phạm Số/Quận Bình Thạnh/TP.HCM;worker
0001122287;24/04/2002;Nam;John Số/Quận 3/TP.HCM;student
0001122292;14/09/2000;Nữ;Đặng Làng/Quận 7/TP.HCM;worker
0001122293;03/06/1993;Nam;Đặng Tổ/Quận Gò Vấp/TP.HCM;worker
0001122294;05/03/1994;Nam;Nguyễn Khu/Quận Bình Thạnh/TP.HCM;worker
0001122305;27/07/1996;Nam;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001122308;01/05/1994;Nam;Dương Đường/Quận 3/TP.HCM;worker
0001122320;14/05/2003;Nữ;Lê Ngõ/Quận 3/TP.HCM;student
0001122327;17/03/1992;Nam;Vũ Khu/Quận 3/TP.HCM;worker
0001122347;08/05/1999;Nam;Vũ Số/Quận 3/TP.HCM;worker
0001122352;28/05/1994;Nữ;Hoàng Khu/Quận 1/TP.HCM;worker
0001122387;10/02/1997;Nam;Nguyễn Ngõ/Quận 3/TP.HCM;worker
0001122413;20/11/1994;Nam;Jane Hẻm/Quận 3/TP.HCM;worker
0001122441;12/10/1991;Nam;Jane Làng/Quận 1/TP.HCM;worker
0001122454;04/02/1993;Nam;Jane Dãy/Quận 7/TP.HCM;worker
0001122461;03/02/1989;Nam;John Làng/Quận 3/TP.HCM;worker
0001122472;17/10/1999;Nữ;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001122514;21/11/1998;Nữ;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0001122528;11/09/1995;Nữ;Dương Đường/Quận 1/TP.HCM;worker
0001122540;20/04/1999;Nữ;Mai Hẻm/Quận 7/TP.HCM;worker
0001122544;30/06/1999;Nữ;Mai Đường/Quận Gò Vấp/TP.HCM;worker
0001122552;05/04/1998;Nam;Phạm Đường/Quận Gò Vấp/TP.HCM;worker
0001122564;14/12/1993;Nam;Dương Tổ/Quận 3/TP.HCM;worker
0001122565;08/04/1992;Nữ;John Ngõ/Quận Bình Thạnh/TP.HCM;worker
0001122567;25/06/1995;Nữ;John Tổ/Quận 1/TP.HCM;worker
0001122570;21/09/1988;Nam;John Dãy/Quận Bình Thạnh/TP.HCM;worker
0001122606;12/07/2001;Nam;John Dãy/Quận 7/TP.HCM;student
0001122619;22/05/1995;Nữ;Jane Dãy/Quận Gò Vấp/TP.HCM;worker
0001122623;09/07/1998;Nữ;John Khu/Quận 3/TP.HCM;worker
0001122632;17/09/1995;Nữ;Vũ Hẻm/Quận Gò Vấp/TP.HCM;worker
0001122637;13/06/1994;Nữ;Lê Hẻm/Quận 7/TP.HCM;worker
0001122659;20/09/2001;Nữ;Jane Hẻm/Quận Bình Thạnh/TP.HCM;student
0001122671;24/05/1989;Nam;Jane Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001122681;06/08/1991;Nữ;Vũ Làng/Quận Gò Vấp/TP.HCM;worker
0001122683;07/03/2002;Nữ;Nguyễn Hẻm/Quận 3/TP.HCM;student
0001122686;26/08/1998;Nữ;Mai Đường/Quận Bình Thạnh/TP.HCM;worker
0001122719;12/10/1991;Nam;Vũ Khu/Quận 1/TP.HCM;worker
0001122720;08/06/1993;Nam;Vũ Hẻm/Quận Bình Thạnh/TP.HCM;worker
0001122724;28/11/1994;Nam;John Làng/Quận Gò Vấp/TP.HCM;worker
0001122729;14/09/1993;Nam;Jane Dãy/Quận Bình Thạnh/TP.HCM;worker
0001122735;02/03/1995;Nữ;Jane Đường/Quận Bình Thạnh/TP.HCM;worker
0001122753;16/09/2002;Nam;John Đường/Quận 3/TP.HCM;student
0001122754;03/12/1995;Nam;John Đường/Quận 1/TP.HCM;worker
0001122769;11/12/1999;Nữ;John Tổ/Quận Gò Vấp/TP.HCM;worker
0001122805;20/02/1997;Nam;Phạm Đường/Quận 7/TP.HCM;worker
0001122812;28/06/2000;Nữ;Hoàng Số/Quận 3/TP.HCM;worker
0001122820;14/03/1998;Nữ;Lê Làng/Quận 3/TP.HCM;worker
0001122828;01/11/2002;Nữ;Jane Số/Quận 7/TP.HCM;student
0001122846;26/09/1991;Nữ;Trần Ngõ/Quận Gò Vấp/TP.HCM;worker
0001122864;10/06/1995;Nữ;Nguyễn Khu/Quận 7/TP.HCM;worker
0001122874;11/10/1995;Nữ;John Đường/Quận 3/TP.HCM;worker
0001122875;01/11/1996;Nữ;John Đường/Quận Bình Thạnh/TP.HCM;worker
0001122882;11/07/1990;Nam;Vũ Số/Quận 3/TP.HCM;worker
0001122886;10/09/1992;Nam;John Dãy/Quận 1/TP.HCM;worker
0001122904;15/09/2000;Nam;Bùi Dãy/Quận 3/TP.HCM;worker
0001122918;08/05/1979;Nữ;John Tổ/Quận 3/TP.HCM;worker
0001122938;18/03/1994;Nữ;Lê Làng/Quận Gò Vấp/TP.HCM;worker
0001122954;11/11/1999;Nữ;Lê Dãy/Quận 3/TP.HCM;worker
0001122957;09/09/2002;Nam;Jane Tổ/Quận 7/TP.HCM;student
0001122958;23/05/2002;Nam;Jane Khu/Quận 7/TP.HCM;student
0001122993;24/02/1991;Nữ;Jane Dãy/Quận 3/TP.HCM;worker
0001123042;21/09/2004;Nữ;Bùi Đường/Quận 1/TP.HCM;student
0001123163;18/11/2001;Nam;Bùi Làng/Quận Bình Thạnh/TP.HCM;student
